209,0.96974,1.0701
210,0.96852,1.0701
211,0.96794,1.0701
212,0.96728,1.0701
213,0.96604,1.0701
214,0.96578,1.0701
215,0.96517,1.0701
216,0.96301,1.0701
217,0.96317,1.0701
218,0.96215,1.0701
219,0.9604,1.0701
220,0.96059,1.0701
221,0.96092,1.0701
222,0.95787,1.0701
223,0.95823,1.0701
224,0.95828,1.0701
225,0.95518,1.0701
226,0.95567,1.0701
227,0.95516,1.0701
228,0.95341,1.0701
229,0.95351,1.0701
230,0.95244,1.0701
231,0.9505,1.0701
232,0.95045,1.0701
233,0.95031,1.0701
234,0.9483,1.0701
235,0.94887,1.0701
236,0.9471,1.0701
237,0.94551,1.0701
238,0.94573,1.0701
239,0.94534,1.0701
240,0.94242,1.0701
241,0.94226,1.0701
242,0.94222,1.0701
243,0.94027,1.0701
244,0.93994,1.0701
245,0.93903,1.0701
246,0.93559,1.0701
247,0.9369,1.0701
248,0.93689,1.0701
249,0.93438,1.0701
250,0.93355,1.0701
251,0.93411,1.0701
252,0.93251,1.0701
253,0.93304,1.0701
254,0.93211,1.0701
255,0.92972,1.0701
256,0.93004,1.0701
257,0.93001,1.0701
258,0.9285,1.0701
259,0.92851,1.0701
260,0.92739,1.0701
261,0.92573,1.0701
262,0.92544,1.0701
263,0.92569,1.0701
264,0.92185,1.0701
265,0.9234,1.0701
266,0.92246,1.0701
267,0.92092,1.0701
268,0.92025,1.0701
269,0.91953,1.0701
270,0.91799,1.0701
271,0.91748,1.0701
272,0.91648,1.0701
273,0.91482,1.0701
274,0.91459,1.0701
275,0.91356,1.0701
276,0.91168,1.0701
277,0.91124,1.0701
278,0.90998,1.0701
279,0.9089,1.0701
280,0.90774,1.0701
281,0.90638,1.0701
282,0.90463,1.0701
283,0.90301,1.0701
284,0.90303,1.0701
285,0.90125,1.0701
286,0.90012,1.0701
287,0.89895,1.0701
288,0.89711,1.0701
289,0.89617,1.0701
290,0.89484,1.0701
291,0.8927,1.0701
292,0.89175,1.0701
293,0.89043,1.0701
294,0.88846,1.0701
295,0.88742,1.0701
296,0.88508,1.0701
297,0.88405,1.0701
298,0.88195,1.0701
299,0.88159,1.0701
300,0.87948,1.0701
301,0.87744,1.0701
302,0.87561,1.0701
303,0.87333,1.0701
304,0.87145,1.0701
305,0.86857,1.0701
306,0.86746,1.0701
307,0.86499,1.0701
308,0.86397,1.0701
309,0.86161,1.0701
310,0.85895,1.0701
311,0.85672,1.0701
312,0.85361,1.0701
313,0.85292,1.0701
314,0.8514,1.0701
315,0.84884,1.0701
316,0.84588,1.0701
317,0.84477,1.0701
318,0.84296,1.0701
319,0.84015,1.0701
320,0.83827,1.0701
321,0.83656,1.0701
322,0.83392,1.0701
323,0.83246,1.0701
324,0.83023,1.0701
325,0.8277,1.0701
326,0.82649,1.0701
